0.5,0.,"{932285.5624060271, 2.1602819142627087*^6}"
0.5,0.05,"{930996.0692843404, 2.158350040886997*^6}"
0.5,0.1,"{929708.0437943246, 2.1564196850372422*^6}"
0.5,0.15000000000000002,"{928421.4845141862, 2.154490845742653*^6}"
0.5,0.2,"{927136.390172065, 2.152563521924405*^6}"
0.5,0.25,"{925852.759236036, 2.1506377126887846*^6}"
0.5,0.30000000000000004,"{924570.5906041426, 2.148713416831604*^6}"
0.5,0.35000000000000003,"{923289.8828620428, 2.1467906333812573*^6}"
0.5,0.4,"{922010.6346828602, 2.1448693613017784*^6}"
0.5,0.45,"{920732.8447414315, 2.142949599557134*^6}"
0.5,0.5,"{919456.5120754888, 2.1410313467941177*^6}"
0.5,0.55,"{918181.6342648949, 2.13911460293947*^6}"
0.5,0.6000000000000001,"{916908.2110760269, 2.1371993660038565*^6}"
0.5,0.65,"{915636.2408699491, 2.135285635232293*^6}"
0.5,0.7000000000000001,"{914365.7222461723, 2.133373409663273*^6}"
0.5,0.75,"{913096.6539194344, 2.131462688233188*^6}"
0.5,0.8,"{911829.034516554, 2.129553469964199*^6}"
0.5,0.8500000000000001,"{910562.8628810515, 2.1276457536661713*^6}"
0.5,0.9,"{909298.1374643651, 2.1257395385369738*^6}"
0.5,0.9500000000000001,"{908034.8572083305, 2.123834823292339*^6}"
0.5,1.,"{906773.0204217487, 2.121931607265036*^6}"
0.55,0.,"{910030.3667640121, 2.1337583023108207*^6}"
0.55,0.05,"{908881.9441595386, 2.131989063273433*^6}"
0.55,0.1,"{907734.7148970474, 2.1302210932306107*^6}"
0.55,0.15000000000000002,"{906588.6779861898, 2.128454391392713*^6}"
0.55,0.2,"{905443.8324427302, 2.12668895696659*^6}"
0.55,0.25,"{904300.1772712274, 2.124924789167511*^6}"
0.55,0.30000000000000004,"{903157.7114884459, 2.1231618872034564*^6}"
0.55,0.35000000000000003,"{902016.4341078254, 2.1214002502856036*^6}"
0.55,0.4,"{900876.3441432137, 2.1196398776253955*^6}"
0.55,0.45,"{899737.4407208549, 2.117880768365421*^6}"
0.55,0.5,"{898599.7222975802, 2.1161229221417224*^6}"
0.55,0.55,"{897463.1886734526, 2.114366337527177*^6}"
0.55,0.6000000000000001,"{896327.8385274133, 2.112611014021577*^6}"
0.55,0.65,"{895193.6708806953, 2.1108569508349467*^6}"
0.55,0.7000000000000001,"{894060.6847460943, 2.109104147186271*^6}"
0.55,0.75,"{892928.8788499242, 2.107352602559355*^6}"
0.55,0.8,"{891798.2533750605, 2.105602315114537*^6}"
0.55,0.8500000000000001,"{890668.8056260196, 2.103853285594911*^6}"
0.55,0.9,"{889540.5357459855, 2.1021055122351353*^6}"
0.55,0.9500000000000001,"{888413.4425296171, 2.100358994441743*^6}"
0.55,1.,"{887287.524928507, 2.098613731492792*^6}"
0.6,0.,"{891835.2872784677, 2.111938579659206*^6}"
0.6,0.05,"{890800.5257692436, 2.110301698359512*^6}"
0.6,0.1,"{889766.753376936, 2.108665898363179*^6}"
0.6,0.15000000000000002,"{888733.9695883212, 2.1070311788325664*^6}"
0.6,0.2,"{887702.1737374547, 2.105397539066881*^6}"
0.6,0.25,"{886671.3641691346, 2.1037649792779246*^6}"
0.6,0.30000000000000004,"{885641.5411143219, 2.102133497944177*^6}"
0.6,0.35000000000000003,"{884612.7034874477, 2.1005030947551597*^6}"
0.6,0.4,"{883584.8509795731, 2.0988737687063334*^6}"
0.6,0.45,"{882557.9819663187, 2.0972455199442827*^6}"
0.6,0.5,"{881532.0959784897, 2.0956183476076368*^6}"
0.6,0.55,"{880507.1922740114, 2.0939922510722105*^6}"
0.6,0.6000000000000001,"{879483.2700665521, 2.0923672297857834*^6}"
0.6,0.65,"{878460.3301842859, 2.090743281681176*^6}"
0.6,0.7000000000000001,"{877438.369084651, 2.0891204086179049*^6}"
0.6,0.75,"{876417.3881961567, 2.0874986081038378*^6}"
0.6,0.8,"{875397.3850001185, 2.085877881081338*^6}"
0.6,0.8500000000000001,"{874378.3608978353, 2.0842582249946157*^6}"
0.6,0.9,"{873360.3135298693, 2.0826396406917283*^6}"
0.6,0.9500000000000001,"{872343.2427875429, 2.0810221269754434*^6}"
0.6,1.,"{871327.1471257773, 2.0794056839454414*^6}"
0.65,0.,"{876685.6493244732, 2.0936751781271445*^6}"
0.65,0.05,"{875744.3457342584, 2.0921480712048374*^6}"
0.65,0.1,"{874803.8755873778, 2.0906218998164656*^6}"
0.65,0.15000000000000002,"{873864.2382889292, 2.0890966634726615*^6}"
0.65,0.2,"{872925.4324776548, 2.08757236235844*^6}"
0.65,0.25,"{871987.4584256238, 2.086048995241245*^6}"
0.65,0.30000000000000004,"{871050.3151127911, 2.0845265619755604*^6}"
0.65,0.35000000000000003,"{870114.0020148772, 2.0830050620129597*^6}"
0.65,0.4,"{869178.5185812465, 2.0814844948823508*^6}"
0.65,0.45,"{868243.8642440005, 2.0799648599939384*^6}"
0.65,0.5,"{867310.038260415, 2.0784461570561647*^6}"
0.65,0.55,"{866377.0404301325, 2.0769283852356023*^6}"
0.65,0.6000000000000001,"{865444.8697427354, 2.0754115443631813*^6}"
0.65,0.65,"{864513.5254938402, 2.0738956341174445*^6}"
0.65,0.7000000000000001,"{863583.0077039145, 2.072380653424234*^6}"
0.65,0.75,"{862653.3154770116, 2.0708666020839505*^6}"
0.65,0.8,"{861724.4485605306, 2.0693534793113982*^6}"
0.65,0.8500000000000001,"{860796.4056636173, 2.0678412852257998*^6}"
0.65,0.9,"{859869.1865111637, 2.0663300190906615*^6}"
0.65,0.9500000000000001,"{858942.7907742658, 2.0648196802054236*^6}"
0.65,1.,"{858017.2174354485, 2.0633102683980716*^6}"
0.7,0.,"{863878.0390881803, 2.078165289989576*^6}"
0.7,0.05,"{863014.8918502538, 2.0767306735935034*^6}"
0.7,0.1,"{862152.456036262, 2.0752968777298795*^6}"
0.7,0.15000000000000002,"{861290.7307870327, 2.0738639023440392*^6}"
0.7,0.2,"{860429.7160991738, 2.0724317466391101*^6}"
0.7,0.25,"{859569.4111061988, 2.071000410557233*^6}"
0.7,0.30000000000000004,"{858709.8163352038, 2.0695698927425642*^6}"
0.7,0.35000000000000003,"{857850.9300732134, 2.0681401940028123*^6}"
0.7,0.4,"{856992.751964215, 2.0667113138118298*^6}"
0.7,0.45,"{856135.2827219573, 2.065283250688375*^6}"
0.7,0.5,"{855278.5195917478, 2.0638560062848935*^6}"
0.7,0.55,"{854422.4640370253, 2.0624295785335347*^6}"
0.7,0.6000000000000001,"{853567.1157728094, 2.0610039667309024*^6}"
0.7,0.65,"{852712.4736526982, 2.0595791712159594*^6}"
0.7,0.7000000000000001,"{851858.536641137, 2.0581551920558522*^6}"
0.7,0.75,"{851005.3052580369, 2.0567320279841647*^6}"
0.7,0.8,"{850152.7786564376, 2.0553096788996602*^6}"
0.7,0.8500000000000001,"{849300.9562110256, 2.0538881445767432*^6}"
0.7,0.9,"{848449.8377693094, 2.052467424378781*^6}"
0.7,0.9500000000000001,"{847599.4223904856, 2.0510475182165515*^6}"
0.7,1.,"{846749.7096728398, 2.049628425755958*^6}"
0.75,0.,"{852909.6940656868, 2.064830573406775*^6}"
0.75,0.05,"{852112.8457504511, 2.0634749315245175*^6}"
0.75,0.1,"{851316.611637097, 2.0621200176029762*^6}"
0.75,0.15000000000000002,"{850520.9913206027, 2.0607658313387674*^6}"
0.75,0.2,"{849725.9848763003, 2.0594123719793628*^6}"
0.75,0.25,"{848931.591216901, 2.0580596398347465*^6}"
0.75,0.30000000000000004,"{848137.8101806669, 2.0567076343834538*^6}"
0.75,0.35000000000000003,"{847344.6423169507, 2.055356354486104*^6}"
0.75,0.4,"{846552.0849562966, 2.0540058017172567*^6}"
0.75,0.45,"{845760.1403849727, 2.0526559735839576*^6}"
0.75,0.5,"{844968.8064152204, 2.0513068712194487*^6}"
0.75,0.55,"{844178.0844057526, 2.0499584928013915*^6}"
0.75,0.6000000000000001,"{843387.9709046663, 2.0486108407561798*^6}"
0.75,0.65,"{842598.4695226422, 2.047263911087278*^6}"
0.75,0.7000000000000001,"{841809.576897102, 2.0459177062486766*^6}"
0.75,0.75,"{841021.2938901519, 2.0445722247518315*^6}"
0.75,0.8,"{840233.6199185695, 2.043227466460726*^6}"
0.75,0.8500000000000001,"{839446.5545598044, 2.0418834310846126*^6}"
0.75,0.9,"{838660.0974455598, 2.0405401182839137*^6}"
0.75,0.9500000000000001,"{837874.2482135774, 2.0391975277161766*^6}"
0.75,1.,"{837089.006623983, 2.0378556589157218*^6}"
0.8,0.,"{843411.8542557155, 2.0532438958423033*^6}"
0.8,0.05,"{842671.9357045057, 2.0519564632324853*^6}"
0.8,0.1,"{841932.5528660881, 2.050669682691247*^6}"
0.8,0.15000000000000002,"{841193.7055851275, 2.049383553778913*^6}"
0.8,0.2,"{840455.3937013262, 2.0480980760959992*^6}"
0.8,0.25,"{839717.6160330646, 2.0468132501559963*^6}"
0.8,0.30000000000000004,"{838980.3747622216, 2.0455290734038886*^6}"
0.8,0.35000000000000003,"{838243.6650184882, 2.0442455496896212*^6}"
0.8,0.4,"{837507.4906184708, 2.04296267499965*^6}"
0.8,0.45,"{836771.8497813555, 2.0416804504082997*^6}"
0.8,0.5,"{836036.7424325178, 2.0403988754283595*^6}"
0.8,0.55,"{835302.16780209, 2.0391179501461585*^6}"
0.8,0.6000000000000001,"{834568.1261518785, 2.0378376738065057*^6}"
0.8,0.65,"{833834.61677347, 2.0365580464949764*^6}"
0.8,0.7000000000000001,"{833101.6394922669, 2.0352790678018867*^6}"
0.8,0.75,"{832369.1938601359, 2.034000737585462*^6}"
0.8,0.8,"{831637.2799828266, 2.0327230551616594*^6}"
0.8,0.8500000000000001,"{830905.8971375163, 2.0314460206581624*^6}"
0.8,0.9,"{830175.0451626279, 2.0301696336573279*^6}"
0.8,0.9500000000000001,"{829444.7238363591, 2.0288938937902453*^6}"
0.8,1.,"{828714.9325910722, 2.0276188010242505*^6}"
0.8500000000000001,0.,"{835107.977420409, 2.0430829926842856*^6}"
0.8500000000000001,0.05,"{834417.4617887896, 2.0418550571226012*^6}"
0.8500000000000001,0.1,"{833727.4178297292, 2.0406277103693339*^6}"
0.8500000000000001,0.15000000000000002,"{833037.8443440245, 2.0394009530131628*^6}"
0.8500000000000001,0.2,"{832348.7421987454, 2.0381747838034877*^6}"
0.8500000000000001,0.25,"{831660.110866954, 2.0369492027404625*^6}"
0.8500000000000001,0.30000000000000004,"{830971.9496479647, 2.0357242100119127*^6}"
0.8500000000000001,0.35000000000000003,"{830284.2587799693, 2.0344998049216566*^6}"
0.8500000000000001,0.4,"{829597.0373253914, 2.0332759878440101*^6}"
0.8500000000000001,0.45,"{828910.2864872466, 2.0320527571615851*^6}"
0.8500000000000001,0.5,"{828224.0043223337, 2.0308301142679907*^6}"
0.8500000000000001,0.55,"{827538.191212829, 2.0296080583184462*^6}"
0.8500000000000001,0.6000000000000001,"{826852.8469862475, 2.0283865889590888*^6}"
0.8500000000000001,0.65,"{826167.9722744535, 2.027165705111655*^6}"
0.8500000000000001,0.7000000000000001,"{825483.5652742697, 2.0259454080454607*^6}"
0.8500000000000001,0.75,"{824799.6263824954, 2.0247256968839907*^6}"
0.8500000000000001,0.8,"{824116.1553407618, 2.0235065713919061*^6}"
0.8500000000000001,0.8500000000000001,"{823433.1518981653, 2.022288031327677*^6}"
0.8500000000000001,0.9,"{822750.6158017764, 2.021070076451782*^6}"
0.8500000000000001,0.9500000000000001,"{822068.5467915682, 2.019852706531476*^6}"
0.8500000000000001,1.,"{821386.9446238768, 2.018635921315509*^6}"
0.9,0.,"{827786.6567142267, 2.034100165631384*^6}"
0.9,0.05,"{827139.4074308875, 2.032924579611429*^6}"
0.9,0.1,"{826492.5772761373, 2.03174952866215*^6}"
0.9,0.15000000000000002,"{825846.1642617118, 2.0305750142591724*^6}"
0.9,0.2,"{825200.1689065743, 2.029401035495074*^6}"
0.9,0.25,"{824554.590979945, 2.0282275921792293*^6}"
0.9,0.30000000000000004,"{823909.4300248174, 2.0270546843256783*^6}"
0.9,0.35000000000000003,"{823264.686073498, 2.0258823115044555*^6}"
0.9,0.4,"{822620.3588297688, 2.0247104735839313*^6}"
0.9,0.45,"{821976.4480783397, 2.0235391703596546*^6}"
0.9,0.5,"{821332.9536040127, 2.022368401626778*^6}"
0.9,0.55,"{820689.8751930612, 2.0211981671794509*^6}"
0.9,0.6000000000000001,"{820047.2126299402, 2.0200284668135182*^6}"
0.9,0.65,"{819404.9656996835, 2.0188593003244847*^6}"
0.9,0.7000000000000001,"{818763.1341920753, 2.0176906675039073*^6}"
0.9,0.75,"{818121.7178919588, 2.0165225681475357*^6}"
0.9,0.8,"{817480.7160627082, 2.0153550025706918*^6}"
0.9,0.8500000000000001,"{816840.1300544576, 2.0141879690116819*^6}"
0.9,0.9,"{816199.9582258521, 2.0130214686933157*^6}"
0.9,0.9500000000000001,"{815560.2003913075, 2.011855501366224*^6}"
0.9,1.,"{814920.8569777965, 2.010690066203417*^6}"
0.95,0.,"{821283.5354803173, 2.0261019116972964*^6}"
0.95,0.05,"{820674.4877306833, 2.0249727375923514*^6}"
0.95,0.1,"{820065.8128719201, 2.023844055015522*^6}"
0.95,0.15000000000000002,"{819457.5110568969, 2.0227158634315778*^6}"
0.95,0.2,"{818849.5821367225, 2.0215881627006459*^6}"
0.95,0.25,"{818242.0257055832, 2.0204609528123946*^6}"
0.95,0.30000000000000004,"{817634.8419794742, 2.0193342332113448*^6}"
0.95,0.35000000000000003,"{817028.0303398715, 2.018208004138167*^6}"
0.95,0.4,"{816421.5907506695, 2.017082265281238*^6}"
0.95,0.45,"{815815.5231685715, 2.0159570163596224*^6}"
0.95,0.5,"{815209.8267481094, 2.0148322577299369*^6}"
0.95,0.55,"{814604.5027951115, 2.0137079879296923*^6}"
0.95,0.6000000000000001,"{813999.5491885395, 2.0125842084708633*^6}"
0.95,0.65,"{813394.967251575, 2.011460917877925*^6}"
0.95,0.7000000000000001,"{812790.7559004837, 2.0103381167848774*^6}"
0.95,0.75,"{812186.9158733644, 2.009215804125249*^6}"
0.95,0.8,"{811583.4460977219, 2.0080939805936443*^6}"
0.95,0.8500000000000001,"{810980.3467847536, 2.0069726456212883*^6}"
0.95,0.9,"{810377.6180679322, 2.005851798769169*^6}"
0.95,0.9500000000000001,"{809775.2589539702, 2.0047314405156455*^6}"
0.95,1.,"{809173.2699150341, 2.0036115701826655*^6}"
1.,0.,"{815468.9257624822, 2.0189348786841244*^6}"
1.,0.05,"{814893.8484360746, 2.0178471339165939*^6}"
1.,0.1,"{814319.1065439055, 2.0167598417882356*^6}"
1.,0.15000000000000002,"{813744.6996591253, 2.015673002347597*^6}"
1.,0.2,"{813170.6278924302, 2.0145866151852754*^6}"
1.,0.25,"{812596.8898978665, 2.0135006812826511*^6}"
1.,0.30000000000000004,"{812023.4873224325, 2.012415198755883*^6}"
1.,0.35000000000000003,"{811450.4185348944, 2.0113301688727129*^6}"
1.,0.4,"{810877.6842064856, 2.0102455906727419*^6}"
1.,0.45,"{810305.2841371491, 2.0091614640478033*^6}"
1.,0.5,"{809733.2178759302, 2.0080777891513077*^6}"
1.,0.55,"{809161.4854514117, 2.00699456560086*^6}"
1.,0.6000000000000001,"{808590.0858011635, 2.005911794080502*^6}"
1.,0.65,"{808019.02062258, 2.004829472742325*^6}"
1.,0.7000000000000001,"{807448.288237188, 2.003747602862562*^6}"
1.,0.75,"{806877.8889813126, 2.002666183806478*^6}"
1.,0.8,"{806307.8226822866, 2.0015852154357096*^6}"
1.,0.8500000000000001,"{805738.0887478956, 2.0005046980199174*^6}"
1.,0.9,"{805168.688360101, 1.999424630099491*^6}"
1.,0.9500000000000001,"{804599.6200148474, 1.9983450128346959*^6}"
1.,1.,"{804030.8840692717, 1.9972658455750411*^6}"
1.05,0.,"{810239.1360769693, 2.0124759706996053*^6}"
1.05,0.05,"{809694.4619888372, 2.0114254312222472*^6}"
1.05,0.1,"{809150.0907721699, 2.0103753112265312*^6}"
1.05,0.15000000000000002,"{808606.022197679, 2.0093256106758236*^6}"
1.05,0.2,"{808062.2551715509, 2.0082763303487438*^6}"
1.05,0.25,"{807518.791154147, 2.007227468579561*^6}"
1.05,0.30000000000000004,"{806975.6290402584, 2.0061790261567421*^6}"
1.05,0.35000000000000003,"{806432.76882538, 2.0051310028469525*^6}"
1.05,0.4,"{805890.210552036, 2.0040833982726675*^6}"
1.05,0.45,"{805347.953904465, 2.0030362125376698*^6}"
1.05,0.5,"{804805.9990935617, 2.0019894451410882*^6}"
1.05,0.55,"{804264.345278024, 2.000943096653315*^6}"
1.05,0.6000000000000001,"{803722.9929950985, 1.9998971662402907*^6}"
1.05,0.65,"{803181.9420706013, 1.9988516538426974*^6}"
1.05,0.7000000000000001,"{802641.1917915121, 1.997806559874471*^6}"
1.05,0.75,"{802100.742823121, 1.9967618834162564*^6}"
1.05,0.8,"{801560.594424965, 1.9957176249238574*^6}"
1.05,0.8500000000000001,"{801020.7466715977, 1.9946737840552798*^6}"
1.05,0.9,"{800481.199426757, 1.9936303606754146*^6}"
1.05,0.9500000000000001,"{799941.9526190928, 1.9925873545867535*^6}"
1.05,1.,"{799403.0059650049, 1.991544765800185*^6}"
1.1,0.,"{805510.2772255363, 2.0066252399044149*^6}"
1.1,0.05,"{804992.969675471, 2.005608295627661*^6}"
1.1,0.1,"{804475.937227864, 2.0045917416977289*^6}"
1.1,0.15000000000000002,"{803959.1790581604, 2.0035755787925022*^6}"
1.1,0.2,"{803442.6953092237, 2.002559806493337*^6}"
1.1,0.25,"{802926.4858647706, 2.001544424676642*^6}"
1.1,0.30000000000000004,"{802410.5506177451, 2.0005294332093429*^6}"
1.1,0.35000000000000003,"{801894.8894479536, 1.9995148319721646*^6}"
1.1,0.4,"{801379.5022349915, 1.9985006208462017*^6}"
1.1,0.45,"{800864.3886882697, 1.997486799877816*^6}"
1.1,0.5,"{800349.5492307498, 1.9964733684177615*^6}"
1.1,0.55,"{799834.9832044697, 1.9954603268717383*^6}"
1.1,0.6000000000000001,"{799320.6903500245, 1.9944476752636528*^6}"
1.1,0.65,"{798806.6713264657, 1.9934354126928926*^6}"
1.1,0.7000000000000001,"{798292.9256334297, 1.992423539430002*^6}"
1.1,0.75,"{797779.4529041309, 1.991412055592272*^6}"
1.1,0.8,"{797266.253270992, 1.9904009608150308*^6}"
1.1,0.8500000000000001,"{796753.3264963182, 1.9893902550912746*^6}"
1.1,0.9,"{796240.6724502014, 1.988379938312835*^6}"
1.1,0.9500000000000001,"{795728.2912248279, 1.9873700101555*^6}"
1.1,1.,"{795216.1825197288, 1.986360470677816*^6}"
1.15,0.,"{801213.7527723364, 2.0013006945226595*^6}"
1.15,0.05,"{800721.2070330471, 2.000314234852579*^6}"
1.15,0.1,"{800228.911670471, 1.9993281407497593*^6}"
1.15,0.15000000000000002,"{799736.8665842774, 1.9983424121019577*^6}"
1.15,0.2,"{799245.0714019341, 1.9973570491077106*^6}"
1.15,0.25,"{798753.5268199131, 1.9963720507439638*^6}"
1.15,0.30000000000000004,"{798262.2319466055, 1.995387417804064*^6}"
1.15,0.35000000000000003,"{797771.1869457962, 1.9944031498738348*^6}"
1.15,0.4,"{797280.3917107326, 1.993419246848284*^6}"
1.15,0.45,"{796789.8461287876, 1.9924357086280219*^6}"
1.15,0.5,"{796299.5501257908, 1.9914525350747625*^6}"
1.15,0.55,"{795809.5035876972, 1.9904697260911274*^6}"
1.15,0.6000000000000001,"{795319.7064139209, 1.9894872815656145*^6}"
1.15,0.65,"{794830.1585035187, 1.9885052013871453*^6}"
1.15,0.7000000000000001,"{794340.8597479694, 1.9875234854530192*^6}"
1.15,0.75,"{793851.8100599648, 1.9865421336380302*^6}"
1.15,0.8,"{793363.0093287543, 1.9855611458422795*^6}"
1.15,0.8500000000000001,"{792874.4575251945, 1.9845805218847226*^6}"
1.15,0.9,"{792386.1544135325, 1.9836002617854194*^6}"
1.15,0.9500000000000001,"{791898.0999425532, 1.9826203653871622*^6}"
1.15,1.,"{791410.2940341422, 1.9816408325577697*^6}"
1.2000000000000002,0.,"{797292.9316645304, 1.996434439926315*^6}"
1.2000000000000002,0.05,"{796822.8961220091, 1.995475766809093*^6}"
1.2000000000000002,0.1,"{796353.089754594, 1.9945174369742188*^6}"
1.2000000000000002,0.15000000000000002,"{795883.5118583927, 1.9935594509287188*^6}"
1.2000000000000002,0.2,"{795414.1638396138, 1.9926018071264813*^6}"
1.2000000000000002,0.25,"{794945.0448115758, 1.991644506162537*^6}"
1.2000000000000002,0.30000000000000004,"{794476.1542601637, 1.990687548449018*^6}"
1.2000000000000002,0.35000000000000003,"{794007.4924342736, 1.9897309335220288*^6}"
1.2000000000000002,0.4,"{793539.0592498345, 1.9887746612762513*^6}"
1.2000000000000002,0.45,"{793070.8546078838, 1.9878187316218512*^6}"
1.2000000000000002,0.5,"{792602.8784413004, 1.9868631444367468*^6}"
1.2000000000000002,0.55,"{792135.1306531166, 1.9859078996296076*^6}"
1.2000000000000002,0.6000000000000001,"{791667.6111484137, 1.984952997106332*^6}"
1.2000000000000002,0.65,"{791200.3199094549, 1.9839984366983075*^6}"
1.2000000000000002,0.7000000000000001,"{790733.2566465888, 1.9830442184993809*^6}"
1.2000000000000002,0.75,"{790266.4215425331, 1.9820903421474653*^6}"
1.2000000000000002,0.8,"{789799.8142938664, 1.9811368077510502*^6}"
1.2000000000000002,0.8500000000000001,"{789333.434893414, 1.9801836151305644*^6}"
1.2000000000000002,0.9,"{788867.2832508986, 1.9792307641879413*^6}"
1.2000000000000002,0.9500000000000001,"{788401.3592708723, 1.9782782548304698*^6}"
1.2000000000000002,1.,"{787935.6628313377, 1.97732608699322*^6}"